2025-02-11T16:47:52.713+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [main] lowableSagaOrchestratorEngineApplication : Starting FlowableSagaOrchestratorEngineApplication using Java 21.0.6 with PID 27940 (D:\Projects\Code\spring-flowable-microservice-event-driven-example\flowable-saga-orchestrator-engine\target\classes started by anirudhya.sarker in D:\Projects\Code\spring-flowable-microservice-event-driven-example\flowable-saga-orchestrator-engine)
2025-02-11T16:47:52.718+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [main] lowableSagaOrchestratorEngineApplication : No active profile set, falling back to 1 default profile: "default"
2025-02-11T16:47:58.583+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Request joining group due to: need to re-join with the given member-id: consumer-saga-group-1-b4e5e3fc-3c8b-4a8a-8eed-0a4de14a37e2
2025-02-11T16:47:58.584+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] (Re-)joining group
2025-02-11T16:47:58.599+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Successfully joined group with generation Generation{generationId=3, memberId='consumer-saga-group-1-b4e5e3fc-3c8b-4a8a-8eed-0a4de14a37e2', protocol='range'}
2025-02-11T16:47:58.604+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Finished assignment for group at generation 3: {consumer-saga-group-1-b4e5e3fc-3c8b-4a8a-8eed-0a4de14a37e2=Assignment(partitions=[saga-replies-0])}
2025-02-11T16:47:58.634+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Successfully synced group in generation Generation{generationId=3, memberId='consumer-saga-group-1-b4e5e3fc-3c8b-4a8a-8eed-0a4de14a37e2', protocol='range'}
2025-02-11T16:47:58.639+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Notifying assignor about the new Assignment(partitions=[saga-replies-0])
2025-02-11T16:47:58.646+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] k.c.c.i.ConsumerRebalanceListenerInvoker : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Adding newly assigned partitions: saga-replies-0
2025-02-11T16:47:58.695+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerUtils        : Setting offset for partition saga-replies-0 to the committed offset FetchPosition{offset=1, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[localhost:9092 (id: 1001 rack: null)], epoch=0}}
2025-02-11T16:47:58.812+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : saga-group: partitions assigned: [saga-replies-0]
2025-02-11T16:50:43.065+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-02-11T16:50:43.074+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2025-02-11T16:50:43.074+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 0 ms
2025-02-11T16:50:43.144+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] h.e.f.C.OrchestratorEngineController     : Starting Order Saga for orderId = 12345
2025-02-11T16:50:43.176+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] h.e.f.Service.Kafka.Producer             : ************** Received a new workflow service task. Sending relevant event to Kafka. OrderId: 12345, Message: {"orderId": "12345", "event": "sendCreateOrder"} **************
2025-02-11T16:50:43.192+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.k.clients.producer.ProducerConfig    : ProducerConfig values: 
	acks = -1
	auto.include.jmx.reporter = true
	batch.size = 16384
	bootstrap.servers = [localhost:9092]
	buffer.memory = 33554432
	client.dns.lookup = use_all_dns_ips
	client.id = flowable-saga-orchestrator-engine-producer-1
	compression.gzip.level = -1
	compression.lz4.level = 9
	compression.type = none
	compression.zstd.level = 3
	connections.max.idle.ms = 540000
	delivery.timeout.ms = 120000
	enable.idempotence = true
	enable.metrics.push = true
	interceptor.classes = []
	key.serializer = class org.apache.kafka.common.serialization.StringSerializer
	linger.ms = 0
	max.block.ms = 60000
	max.in.flight.requests.per.connection = 5
	max.request.size = 1048576
	metadata.max.age.ms = 300000
	metadata.max.idle.ms = 300000
	metadata.recovery.strategy = none
	metric.reporters = []
	metrics.num.samples = 2
	metrics.recording.level = INFO
	metrics.sample.window.ms = 30000
	partitioner.adaptive.partitioning.enable = true
	partitioner.availability.timeout.ms = 0
	partitioner.class = null
	partitioner.ignore.keys = false
	receive.buffer.bytes = 32768
	reconnect.backoff.max.ms = 1000
	reconnect.backoff.ms = 50
	request.timeout.ms = 30000
	retries = 2147483647
	retry.backoff.max.ms = 1000
	retry.backoff.ms = 100
	sasl.client.callback.handler.class = null
	sasl.jaas.config = null
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.login.callback.handler.class = null
	sasl.login.class = null
	sasl.login.connect.timeout.ms = null
	sasl.login.read.timeout.ms = null
	sasl.login.refresh.buffer.seconds = 300
	sasl.login.refresh.min.period.seconds = 60
	sasl.login.refresh.window.factor = 0.8
	sasl.login.refresh.window.jitter = 0.05
	sasl.login.retry.backoff.max.ms = 10000
	sasl.login.retry.backoff.ms = 100
	sasl.mechanism = GSSAPI
	sasl.oauthbearer.clock.skew.seconds = 30
	sasl.oauthbearer.expected.audience = null
	sasl.oauthbearer.expected.issuer = null
	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
	sasl.oauthbearer.jwks.endpoint.url = null
	sasl.oauthbearer.scope.claim.name = scope
	sasl.oauthbearer.sub.claim.name = sub
	sasl.oauthbearer.token.endpoint.url = null
	security.protocol = PLAINTEXT
	security.providers = null
	send.buffer.bytes = 131072
	socket.connection.setup.timeout.max.ms = 30000
	socket.connection.setup.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
	ssl.endpoint.identification.algorithm = https
	ssl.engine.factory.class = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.certificate.chain = null
	ssl.keystore.key = null
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLSv1.3
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.certificates = null
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	transaction.timeout.ms = 60000
	transactional.id = null
	value.serializer = class org.apache.kafka.common.serialization.StringSerializer

2025-02-11T16:50:43.192+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.k.c.t.i.KafkaMetricsCollector        : initializing Kafka metrics collector
2025-02-11T16:50:43.210+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.k.clients.producer.KafkaProducer     : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Instantiated an idempotent producer.
2025-02-11T16:50:43.240+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.kafka.common.utils.AppInfoParser     : Kafka version: 3.8.1
2025-02-11T16:50:43.240+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.kafka.common.utils.AppInfoParser     : Kafka commitId: 70d6ff42debf7e17
2025-02-11T16:50:43.240+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] o.a.kafka.common.utils.AppInfoParser     : Kafka startTimeMs: 1739271043240
2025-02-11T16:50:43.262+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-producer-network-thread | flowable-saga-orchestrator-engine-producer-1] org.apache.kafka.clients.Metadata        : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Cluster ID: XzrhhWtpQfK-3XwjysfkIg
2025-02-11T16:50:43.263+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-producer-network-thread | flowable-saga-orchestrator-engine-producer-1] o.a.k.c.p.internals.TransactionManager   : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] ProducerId set to 2 with epoch 0
2025-02-11T16:50:43.308+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [http-nio-8080-exec-1] h.e.f.C.OrchestratorEngineController     : Order Saga started. processInstanceId = 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:43.475+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:43.521+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:43.555+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:43.555+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:43.968+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:43.974+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:43.996+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:43.997+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:44.474+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:44.484+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:44.503+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:44.503+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:44.985+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:44.991+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:45.011+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:45.011+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:45.494+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:45.507+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:45.532+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:45.532+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:46.008+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:46.014+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:46.038+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:46.038+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:46.516+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:46.516+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:46.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:46.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:47.023+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:47.030+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:47.056+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:47.056+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:47.528+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:47.533+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:47.560+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Seeking to offset 1 for partition saga-replies-0
2025-02-11T16:50:47.560+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : Record in retry and not yet recovered
2025-02-11T16:50:48.040+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : ************** Received message from Kafka. Message: {"orderId": "12345", "event": "OrderInitiated"} **************
2025-02-11T16:50:48.046+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] h.e.f.Service.Kafka.Consumer             : Successfully correlated an event. OrderId: 12345, EventId: OrderInitiated, ProcessInstanceId: 0a762de2-e866-11ef-884e-00155dc1d5fe
2025-02-11T16:50:48.059+06:00 ERROR 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.kafka.listener.DefaultErrorHandler   : Backoff FixedBackOff{interval=0, currentAttempts=10, maxAttempts=9} exhausted for saga-replies-0@1

org.springframework.kafka.listener.ListenerExecutionFailedException: Listener method 'public void halfbloodpro.example.flowable_saga_orchestrator_engine.Service.Kafka.Consumer.listen(java.lang.String)' threw exception
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.decorateException(KafkaMessageListenerContainer.java:2989) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeOnMessage(KafkaMessageListenerContainer.java:2896) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeOnMessage(KafkaMessageListenerContainer.java:2860) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeRecordListener(KafkaMessageListenerContainer.java:2772) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeWithRecords(KafkaMessageListenerContainer.java:2609) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeRecordListener(KafkaMessageListenerContainer.java:2498) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeListener(KafkaMessageListenerContainer.java:2149) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.invokeIfHaveRecords(KafkaMessageListenerContainer.java:1525) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.pollAndInvoke(KafkaMessageListenerContainer.java:1463) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.run(KafkaMessageListenerContainer.java:1332) ~[spring-kafka-3.3.2.jar:3.3.2]
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[na:na]
	at java.base/java.lang.Thread.run(Thread.java:1583) ~[na:na]
	Suppressed: org.springframework.kafka.listener.ListenerExecutionFailedException: Restored Stack Trace
		at org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter.invokeHandler(MessagingMessageListenerAdapter.java:489) ~[spring-kafka-3.3.2.jar:3.3.2]
		at org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter.invoke(MessagingMessageListenerAdapter.java:421) ~[spring-kafka-3.3.2.jar:3.3.2]
		at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:85) ~[spring-kafka-3.3.2.jar:3.3.2]
		at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:50) ~[spring-kafka-3.3.2.jar:3.3.2]
		at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeOnMessage(KafkaMessageListenerContainer.java:2882) ~[spring-kafka-3.3.2.jar:3.3.2]
Caused by: org.flowable.common.engine.api.FlowableException: Execution with id '0a762de2-e866-11ef-884e-00155dc1d5fe' does not have a subscription to a message event with name 'OrderInitiated'
	at org.flowable.engine.impl.cmd.MessageEventReceivedCmd.execute(MessageEventReceivedCmd.java:82) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.cmd.MessageEventReceivedCmd.execute(MessageEventReceivedCmd.java:37) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.cmd.NeedsActiveExecutionCmd.execute(NeedsActiveExecutionCmd.java:55) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.interceptor.CommandInvoker$1.run(CommandInvoker.java:67) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.interceptor.CommandInvoker.executeOperation(CommandInvoker.java:140) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.interceptor.CommandInvoker.executeOperations(CommandInvoker.java:114) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.interceptor.CommandInvoker.execute(CommandInvoker.java:72) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.interceptor.BpmnOverrideContextInterceptor.execute(BpmnOverrideContextInterceptor.java:26) ~[flowable-engine-7.0.0.jar:7.0.0]
	at org.flowable.common.engine.impl.interceptor.TransactionContextInterceptor.execute(TransactionContextInterceptor.java:53) ~[flowable-engine-common-7.0.0.jar:7.0.0]
	at org.flowable.common.engine.impl.interceptor.CommandContextInterceptor.execute(CommandContextInterceptor.java:105) ~[flowable-engine-common-7.0.0.jar:7.0.0]
	at org.flowable.common.spring.SpringTransactionInterceptor.lambda$execute$0(SpringTransactionInterceptor.java:57) ~[flowable-spring-common-7.0.0.jar:7.0.0]
	at org.springframework.transaction.support.TransactionTemplate.execute(TransactionTemplate.java:140) ~[spring-tx-6.2.2.jar:6.2.2]
	at org.flowable.common.spring.SpringTransactionInterceptor.execute(SpringTransactionInterceptor.java:57) ~[flowable-spring-common-7.0.0.jar:7.0.0]
	at org.flowable.common.engine.impl.interceptor.LogInterceptor.execute(LogInterceptor.java:30) ~[flowable-engine-common-7.0.0.jar:7.0.0]
	at org.flowable.common.engine.impl.cfg.CommandExecutorImpl.execute(CommandExecutorImpl.java:56) ~[flowable-engine-common-7.0.0.jar:7.0.0]
	at org.flowable.common.engine.impl.cfg.CommandExecutorImpl.execute(CommandExecutorImpl.java:51) ~[flowable-engine-common-7.0.0.jar:7.0.0]
	at org.flowable.engine.impl.RuntimeServiceImpl.messageEventReceived(RuntimeServiceImpl.java:697) ~[flowable-engine-7.0.0.jar:7.0.0]
	at halfbloodpro.example.flowable_saga_orchestrator_engine.Service.Kafka.Consumer.listen(Consumer.java:38) ~[classes/:na]
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:580) ~[na:na]
	at org.springframework.messaging.handler.invocation.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:169) ~[spring-messaging-6.2.2.jar:6.2.2]
